refcode,total_charge,multiplicity,splitting,HOMO_eV,LUMO_eV,gap_eV,dipole_moment_Debye
VENJOO,0,4,-27.76,-5.4669,-2.9097,2.5572,10.36191
VENTAL,0,4,-14.3,-4.3513,-2.5205,1.8308,5.28265
VESZUP,0,1,49.95,-4.6912,-1.5641,3.1271,0.85157
VEWDIN,0,1,22.55,-5.1489,-3.0755,2.0734,8.43284
VEWKIU,0,4,-37.48,-5.7835,-2.5415,3.242,9.40914
VEWQUK,0,3,-10.66,-5.1269,-3.3309,1.796,6.70375
VEWVEZ,0,3,-23.11,-4.3245,-2.6561,1.6684,34.21498
VEXLIU,0,2,29.93,-4.841,-2.3981,2.4429,5.47041
VEXWON,1,4,-31.9,-9.6322,-6.6211,3.0111,0.0
VEXXIH,0,3,-39.47,-5.6234,-3.0131,2.6103,10.02479
VEYTAW,-1,5,-71.94,-0.7723,2.7151,3.4874,0.2753
VEYTAX,0,1,20.67,-4.9101,-1.9132,2.9969,7.68688
VEYTEB,0,1,29.75,-4.8401,-1.8341,3.006,6.79491
VEYWOO,0,5,-38.4,-4.1708,-2.3601,1.8107,9.96814
VEYXOP,0,3,-30.03,-3.4551,-1.1291,2.326,4.29916
VIBPOM,1,1,45.98,-8.2817,-4.6885,3.5932,1.01594
VIBRIK,0,5,-52.83,-4.6749,-1.8073,2.8676,9.20669
VIBWUZ,0,1,23.84,-4.7037,-2.1415,2.5622,2.82487
VIDMIH,1,1,85.19,-8.3151,-4.8959,3.4192,6.25548
VIFKED,0,4,6.23,-5.0494,-3.3247,1.7247,10.11322
VIFWUD,0,6,-51.49,-3.9599,-2.2048,1.7551,13.84276
VIGLOP,0,1,38.51,-4.5047,-2.1704,2.3343,11.28884
VIHXAN,2,3,-42.05,-12.5469,-8.8903,3.6566,4.93547
VIJQUB,0,6,-17.34,-5.8994,-3.6076,2.2918,15.39343
VIJVIT,-2,1,24.03,3.8031,6.5255,2.7224,0.0
VIKYOE,1,5,-66.96,-8.8931,-5.9749,2.9182,10.24393
VILRIT,0,6,-34.12,-6.3221,-3.5895,2.7326,0.90177
VILVIX,-2,4,-17.42,1.2799,3.7092,2.4293,0.80372
VISVEA,0,5,-51.68,-4.6022,-2.6669,1.9353,6.31997
VIVGIQ,0,1,46.46,-5.2454,-2.8473,2.3981,7.21392
VIWQEX,-1,3,20.37,-2.1128,0.325,2.4378,2.763
VOBYEQ,-1,6,-16.53,-2.2182,-0.4171,1.8011,3.64773
VOCBAQ,-2,6,-23.27,1.5902,3.9416,2.3514,3.21155
VOCTIQ,0,4,-16.65,-3.8222,-1.5073,2.3149,3.04442
VOGGOO,0,1,43.65,-4.724,-0.9295,3.7945,2.95653
VOGHIJ,0,1,61.76,-4.8985,-1.0421,3.8564,0.75936
VOGYOG,0,4,-39.99,-5.7497,-3.1707,2.579,8.86688
VOGYUM,-1,4,-38.72,-1.9576,-0.1119,1.8457,15.1079
VOPCIM,0,1,22.81,-4.9224,-1.939,2.9834,2.63978
VOPPAR,0,6,-22.47,-6.5133,-4.6674,1.8459,0.03861
VOPPEV,0,6,-22.12,-6.5578,-4.6767,1.8811,0.26279
VOVDIT,0,5,-37.91,-4.1848,-2.2015,1.9833,10.17293
VOWRAA,-1,1,131.67,-1.2783,1.9327,3.211,2.27876
VOYFIA,0,3,-1.92,-4.749,-2.7516,1.9974,5.53247
VOYJEY,0,1,171.67,-4.7336,-0.3973,4.3363,16.61384
VUCFAA,0,1,137.44,-6.2202,-2.5659,3.6543,3.14398
VUCPIU,0,4,-26.57,-4.9536,-2.3352,2.6184,8.10455
VUCYAV,1,4,-24.79,-8.8617,-5.6069,3.2548,7.01137
VUDCEF,1,1,46.0,-8.0589,-4.4922,3.5667,1.60841
VUDDON,0,1,21.86,-4.3069,-1.946,2.3609,1.83551
VUDXOH,0,1,41.89,-4.3691,-0.7784,3.5907,0.08585
VUJLOC,0,1,56.46,-4.091,-1.39,2.701,2.25752
VUJMAP,0,1,94.46,-4.6491,-2.1055,2.5436,1.50755
VUJPIZ,0,1,40.89,-4.2563,-1.5089,2.7474,5.4973
VULMOE,0,5,-76.37,-5.0092,-1.2899,3.7193,4.2883
VUMCIP,0,1,17.42,-5.1774,-2.2464,2.931,0.0
VUMFOA01,0,5,-52.54,-4.4747,-2.4481,2.0266,12.00083
VUMSUT,0,5,-61.55,-5.9107,-3.344,2.5667,7.8035
VUTSUY,0,3,-22.82,-5.1179,-2.8699,2.248,3.31478
VUTTAH,0,3,15.33,-3.9824,-1.6974,2.285,0.95874
WABGOW,0,2,31.22,-3.5271,-2.7976,0.7295,1.73826
WABMOB,0,6,-60.7,-4.6873,-3.1637,1.5236,8.95677
WABZAC,0,1,36.19,-4.3348,-2.0641,2.2707,2.99895
WACDAF,0,5,-36.56,-5.0247,-3.5178,1.5069,2.97508
WAFWEJ,0,5,-50.66,-3.2686,-2.8419,0.4267,14.43808
WAFZUA,0,4,-31.38,-5.0395,-2.4186,2.6209,5.26194
WAGHET,0,4,-21.24,-5.69,-2.9449,2.7451,8.3951
WAHQEE,0,4,-29.29,-5.1681,-2.9137,2.2544,11.56481
WAJGUL,-1,5,-44.14,-1.0651,0.21,1.2751,2.33611
WALJOL,0,1,75.63,-4.2968,-0.1179,4.1789,4.10424
WALJUR,0,1,58.37,-4.3321,-1.8097,2.5224,5.82001
WAMLEC,0,6,-51.01,-5.4227,-1.5775,3.8452,0.0
WAMYAL,0,4,-8.22,-5.0304,-3.1446,1.8858,14.3404
WAQVIT,0,1,41.34,-4.9842,-2.3098,2.6744,18.00591
WASDOM,1,6,-55.78,-7.2853,-3.7534,3.5319,6.18891
WATSUF,0,1,51.97,-4.1358,-1.9011,2.2347,1.06164
WAVTOF,0,1,73.35,-5.2623,-1.1804,4.0819,5.93527
WAVVEX,0,1,50.18,-3.9154,-0.6864,3.229,2.34614
WAVWEY,0,1,85.8,-4.0503,-1.3504,2.6999,2.18266
WAWSEU,0,1,129.95,-6.4497,-2.2154,4.2343,4.17467
WAXJIQ,0,6,-52.31,-4.7738,-2.6529,2.1209,19.74532
WAZWEC,0,1,86.03,-4.5998,-1.9555,2.6443,6.72653
WEFCIT,0,6,-67.61,-5.0009,-1.9477,3.0532,11.55861
WEFCOZ,0,6,-75.88,-4.5251,-1.9481,2.577,16.07104
WEHFOE,0,1,21.39,-4.4286,-1.7641,2.6645,2.69067
WEHWAI,-1,5,-57.65,-0.1996,2.1686,2.3682,18.12658
WEHZER,0,5,-23.53,-4.0303,-1.6437,2.3866,6.66379
WEJKOL,0,1,30.93,-4.3199,-1.4156,2.9043,6.51084
WELKED,0,1,98.17,-5.7691,-2.0914,3.6777,6.1498
WELPIM,1,1,82.67,-8.1665,-4.9158,3.2507,8.20744
WELREL,0,3,-27.45,-4.3895,-2.2917,2.0978,7.55304
WEMNIM,1,1,53.83,-10.1144,-6.4692,3.6452,0.19874
WEMVUH,0,1,94.64,-4.1516,-0.626,3.5256,5.54521
WEMWAO,0,1,66.45,-4.1578,-1.3254,2.8324,2.55652
WEPVOC,0,1,69.5,-4.0274,0.3089,4.3363,1.5444
WERHUZ,0,6,-49.34,-4.8919,-3.3254,1.5665,13.03034
WERKIN,-3,1,88.31,4.9148,8.9433,4.0285,1e-05
WEXYIH,0,6,-49.1,-4.7557,-3.4682,1.2875,14.48002
WIBLUO,0,1,125.15,-5.4643,-1.2542,4.2101,7.90153
WIFSEJ,0,6,-42.41,-4.9028,-2.5132,2.3896,1e-05
WIGMAA,0,4,-23.84,-4.4327,-1.6254,2.8073,14.19671
WIGXUI,0,4,-21.98,-4.8746,-2.8816,1.993,13.91156
WIHFEB,2,2,35.87,-12.081,-9.7407,2.3403,6.61636
WIJLUZ,0,1,55.93,-5.3336,-2.1399,3.1937,11.68964
WIMNIR,0,4,-42.39,-5.3569,-2.5231,2.8338,15.89644
WISHUE,0,6,-22.54,-5.1955,-3.3088,1.8867,7.06906
WITBEJ,0,5,-31.27,-3.9167,-1.985,1.9317,12.55219
WITBOT,0,6,-49.44,-4.3284,-2.1273,2.2011,13.11689
WIVDUB,0,5,-50.36,-4.8394,-2.8532,1.9862,8.3442
WIVQIC,0,4,-8.53,-4.7547,-2.175,2.5797,2.34763
WIVQOI,0,3,-22.78,-4.724,-2.3023,2.4217,2.2509
WIWJOD,0,4,-31.31,-4.8387,-1.3548,3.4839,17.15099
WIYCUF,0,1,59.7,-4.7572,-1.4717,3.2855,7.50761
WIYSII,0,6,-27.02,-5.5,-3.3359,2.1641,6.3442
WOBXER,1,6,-15.77,-8.2678,-6.3052,1.9626,7.11671
WOFREP,0,4,-19.51,-4.8774,-1.9165,2.9609,7.11017
WOGMEL,2,1,69.14,-11.1865,-7.1623,4.0242,7.99264
WOJLUC,2,5,-38.06,-10.2571,-8.0481,2.209,0.11777
WOKCEE,-1,2,39.79,-1.8828,-0.751,1.1318,0.32932
WOKYOL,0,1,12.48,-3.4451,-1.6753,1.7698,4.62005
WOPGIS,-1,5,-51.74,-1.3911,0.8043,2.1954,6.31718
WOTRUU,0,6,-62.94,-5.2104,-3.7564,1.454,11.88812
WOVMAY,-1,1,75.64,0.6932,3.4694,2.7762,0.08212
WOWTOR,2,1,33.1,-14.0145,-10.3726,3.6419,0.0
WOZHUQ,0,1,45.15,-4.813,-1.2673,3.5457,5.6599
WUBGEI,0,2,54.75,-5.7009,-3.5437,2.1572,13.66482
WUFFAF,0,6,-52.56,-4.9997,-2.7882,2.2115,8.78996
WUFVIC,0,4,-28.11,-5.2747,-1.8122,3.4625,3.82739
WUFVOI,0,4,-32.29,-4.7816,-1.4978,3.2838,3.66699
WUGCAD,0,6,-56.0,-4.2346,-1.6371,2.5975,2.45731
WUGCIL,0,6,-62.08,-3.9117,-2.294,1.6177,6.9978
WUKDOV,1,4,-35.36,-8.622,-5.6473,2.9747,1.21802
WULSEB,1,5,-25.09,-7.4536,-5.0681,2.3855,8.01485
WULSIF,1,6,-45.88,-7.6569,-5.0493,2.6076,8.72138
WUMPOL,0,5,-32.78,-4.503,-1.7794,2.7236,6.04663
WUNCAK,0,5,-68.36,-4.2178,-1.5934,2.6244,10.26868
WUNCEO,1,5,-74.57,-7.7773,-4.6278,3.1495,12.3691
WUPWOU,2,3,-17.19,-11.4877,-9.0458,2.4419,2.55851
WURXOZ,-2,6,-77.92,1.6843,6.3928,4.7085,0.12281
WUSFEX,0,5,-41.95,-4.3366,-1.9947,2.3419,6.06619
WUTDAQ,0,1,64.06,-4.5501,-1.5528,2.9973,3.3941
WUTDEW,2,5,-48.04,-10.3519,-7.8421,2.5098,0.76982
WUXVOA,0,3,-6.15,-5.083,-3.1498,1.9332,3.7105
WUYFIH,-3,3,6.63,5.6855,7.5851,1.8996,0.0
XABHIV,1,1,166.1,-10.4887,-4.8613,5.6274,1.07049
XADCIP,0,1,11.03,-4.6633,-2.9362,1.7271,3.63732
XADCOV,0,3,-32.38,-5.2631,-2.5409,2.7222,4.91017
XADMAR,1,3,-43.57,-8.5758,-4.7037,3.8721,5.72125
XAGLAU,1,6,-55.08,-7.1172,-3.7697,3.3475,12.21931
XAHLEY,0,6,-54.68,-4.8535,-2.1503,2.7032,11.46166
XAHLOI,0,6,-49.37,-4.6302,-3.1406,1.4896,15.52682
XAJWOU,0,1,41.55,-5.1349,-1.7913,3.3436,8.85232
XAKHOI,-2,5,-30.95,3.1586,5.8625,2.7039,2.48328
XAKPUU,4,1,73.49,-22.9965,-17.9912,5.0053,6.87692
XARGON,0,3,-39.42,-5.6752,-3.0098,2.6654,9.48412
XAWJUB,0,2,38.64,-5.8194,-4.3843,1.4351,10.91121
XAWVEX,0,1,23.16,-5.7606,-2.734,3.0266,1e-05
XAXYEC,0,1,103.19,-4.9787,-1.8527,3.126,7.72981
XEFXEM,0,1,70.54,-3.6678,-0.8734,2.7944,1.17394
XEFYAJ,1,2,25.51,-8.0421,-5.8866,2.1555,1.48703
XEGPEF,0,1,45.3,-5.2141,-2.6383,2.5758,16.39203
XEHSOV,0,3,35.49,-4.7386,-2.696,2.0426,6.61675
XEHYER,0,6,-51.64,-5.2587,-1.4968,3.7619,14.36315
XEKKUT,0,1,20.91,-3.7274,-2.1459,1.5815,4.71586
XELNAD,1,5,-42.51,-7.6632,-5.1976,2.4656,4.42878
XEMSAK,0,5,-56.12,-3.4861,-0.8834,2.6027,0.98448
XENBIE,2,3,-53.54,-13.3907,-8.3622,5.0285,5e-05
XENPAI,1,2,55.2,-8.0326,-5.8441,2.1885,6.79008
XESMUG,-2,1,130.22,2.3777,5.8423,3.4646,0.0
XETGUY,-1,4,-21.35,-1.724,0.8174,2.5414,5.59322
XEVKIU,2,5,-13.33,-11.3468,-8.7729,2.5739,3.09436
XEVMAN,1,1,94.03,-8.0386,-3.8984,4.1402,3.95671
XEYZEH,2,3,-29.28,-12.4184,-9.2252,3.1932,0.0
XEZMEU,0,5,-23.58,-4.2522,-2.7473,1.5049,3.28584
XEZNUM,0,6,-64.32,-4.7171,-2.1615,2.5556,8.15465
XEZTEE,0,6,-58.93,-3.938,-0.6901,3.2479,18.09273
XEZWOQ,0,4,-27.12,-5.0635,-2.3153,2.7482,8.8831
XEZZUX,1,2,38.51,-8.6091,-6.3547,2.2544,2.82913
XIBBAL,1,2,52.9,-8.9652,-6.5999,2.3653,3.45641
XIBNUS,0,2,33.17,-4.96,-1.8799,3.0801,1e-05
XIDNON,0,6,-59.99,-4.2727,-1.638,2.6347,1.45588
XIFPAD,0,1,16.7,-5.2923,-3.222,2.0703,0.03387
XIHVIT,-2,1,136.86,1.3178,5.9926,4.6748,0.0
XILJEH,0,5,-34.04,-3.0459,-0.9161,2.1298,1.47439
XILTIV,0,1,96.81,-4.0291,-0.2455,3.7836,2.5165
XIMHAD,0,6,-58.23,-4.6972,-2.6103,2.0869,11.26626
XIMROB,0,3,-29.29,-4.7462,-2.5904,2.1558,9.07338
XIMSAO,-2,5,-63.42,2.9491,5.1067,2.1576,0.17304
XIMYUO,0,3,-25.58,-5.4363,-3.842,1.5943,9.13276
XITQEX,0,2,30.68,-4.7281,-1.4006,3.3275,0.0
XITQIB,0,2,30.24,-4.4091,-1.2377,3.1714,0.0
XIVKOD,1,4,-28.19,-8.9062,-5.4562,3.45,7.30766
XIWBEK,1,4,-22.17,-8.4274,-5.5875,2.8399,17.93762
XIXTAA,0,3,-19.74,-5.1761,-3.3143,1.8618,2.25818
XIXTEE,0,1,48.05,-4.9226,-1.7763,3.1463,7.51723
XIXTII,0,3,-20.23,-5.6445,-3.4811,2.1634,1.16986
XIYMEY,2,4,-22.02,-14.6639,-11.2293,3.4346,0.0
XIYPAY,-2,5,-48.96,2.0995,5.0037,2.9042,1e-05
XOBBIZ,0,5,-56.03,-4.2619,-3.1554,1.1065,9.46923
XOCJAB,0,1,45.94,-5.3743,-1.586,3.7883,2.85748
XOCJUV,0,1,48.34,-4.2657,-0.8828,3.3829,2.79637
XOCNUY,0,1,116.0,-4.4304,-1.2535,3.1769,3.68859
XOFDUR,1,6,-17.55,-8.5328,-6.4742,2.0586,7.90331
XOGXAS,0,4,-6.75,-5.1883,-2.5223,2.666,12.18905
XOMCOS,0,5,-33.83,-4.3014,-2.2873,2.0141,8.77439
XONCEJ,0,3,-34.71,-4.1878,-1.6412,2.5466,8.45334
XOPSEB,1,1,73.84,-8.9566,-4.6041,4.3525,10.23567
XOQVAC,0,1,54.69,-4.5739,-2.7988,1.7751,11.72928
XOQZOT,1,3,-17.72,-7.5907,-6.1866,1.4041,13.13698
XOTGOC,0,3,-20.39,-4.6575,-2.3441,2.3134,3.50726
XOZXIV,0,1,40.09,-5.2459,-2.9603,2.2856,9.02296
XUBJEK,0,1,67.2,-5.5744,-2.6027,2.9717,6.36538
XUBMUF,2,4,-38.42,-11.3511,-7.5892,3.7619,0.69803
XUJXOP,1,4,-37.47,-8.5127,-5.3502,3.1625,7.42307
XUKHOC,0,1,31.36,-4.9654,-2.2598,2.7056,5.45831
XULXAG,0,1,31.04,-4.9041,-2.059,2.8451,7.87358
XUNTAB,0,4,-10.43,-5.101,-2.8237,2.2773,4.52485
XUPJOI,0,1,99.9,-4.5887,-1.1758,3.4129,3.59092
XUPRAB,0,4,-25.78,-5.1415,-2.404,2.7375,5.91069
XUPREF,0,4,-13.51,-4.8202,-2.8966,1.9236,0.95573
XUPSIL,0,1,26.46,-4.9687,-1.7885,3.1802,1.39339
XUQXEO,0,3,-26.45,-4.9802,-2.048,2.9322,2.09232
XUSCIY,1,1,25.32,-7.4897,-5.0186,2.4711,4.24308
XUVTIR,1,1,114.26,-9.0341,-5.1656,3.8685,6.56163
XUVVAN,0,4,-17.88,-4.8925,-1.5976,3.2949,1.15591
XUWPAH,0,3,-29.94,-5.045,-2.0484,2.9966,0.5232
XUYWAQ,1,1,32.74,-8.8256,-5.9487,2.8769,7.58125
YABLIW,0,1,47.9,-6.0629,-2.1862,3.8767,18.52597
YABPEW,0,1,36.93,-4.9926,-2.0135,2.9791,5.73818
YADKET,0,1,23.97,-4.4365,-1.9747,2.4618,1.97612
YAGBIR,0,5,-46.82,-4.9096,-3.3169,1.5927,9.0509
YAJLAW,0,5,-16.51,-4.2622,-1.9994,2.2628,5.46721
YAJLEA,0,5,-15.89,-4.2289,-1.9054,2.3235,6.23613
YAKFOG,0,4,-20.94,-5.4302,-2.9036,2.5266,8.36172
YAKGAT,0,4,-21.23,-5.5727,-3.0946,2.4781,10.18197
YALHUP,0,3,-44.53,-2.881,-0.0367,2.8443,3.37297
YALZET,1,4,-12.78,-7.9791,-5.1066,2.8725,7.20543
YANKOQ,2,6,-33.16,-11.7926,-7.7707,4.0219,0.10525
YANKUW,2,5,-6.16,-11.53,-9.0757,2.4543,0.11655
YAPGUS,0,1,20.62,-4.8512,-2.0754,2.7758,0.94157
YAPZIA,0,3,-27.23,-5.5699,-2.8635,2.7064,7.49927
YAQBEA,1,2,70.48,-7.8745,-5.828,2.0465,0.38578
YAQLOR,0,3,-3.77,-4.9477,-2.6547,2.293,1e-05
YAQMEI,0,4,-19.14,-5.7455,-2.5446,3.2009,7.09714
YARTIW,-3,4,-43.66,4.0114,8.124,4.1126,0.1597
YASHOP,-2,4,-47.86,4.6349,8.0278,3.3929,5.86475
YASHUV,-2,6,-23.15,3.6552,6.8743,3.2191,5.35272
YASPUE,0,5,-22.58,-4.7096,-1.8883,2.8213,0.0
YATQER,0,4,-21.55,-5.9108,-3.7997,2.1111,21.91011
YAWWEZ,0,1,48.73,-4.724,-1.816,2.908,7.54714
YECRII,0,5,-56.9,-4.5745,-2.0118,2.5627,7.71245
YECSIK,1,3,-15.63,-7.7757,-5.4117,2.364,7.34833
YECSOQ,1,6,-47.84,-7.4733,-4.649,2.8243,8.4843
YECSUW,1,4,-13.83,-7.7915,-5.0554,2.7361,7.39358
YEDTAC,0,1,43.84,-5.4175,-2.5051,2.9124,9.3199
YEFFOE,0,4,-17.9,-3.7894,-1.6113,2.1781,4.70666
YEHDUM,0,6,-36.87,-5.9927,-3.8835,2.1092,8.68311
YEJJIG,0,4,-34.82,-5.1279,-3.5179,1.61,3.37324
YEJWAM,0,1,155.41,-5.8143,-1.7766,4.0377,3.37612
YEKLOQ,0,4,-21.08,-4.6662,-1.6448,3.0214,10.88554
YEKLUW,0,4,-20.62,-4.8332,-2.4035,2.4297,14.42757
YELWAN,2,3,-29.45,-10.303,-8.0267,2.2763,0.0
YEQTOE,0,1,115.39,-4.8402,-1.7501,3.0901,7.51109
YEQZID,0,4,-14.2,-5.1304,-2.6223,2.5081,2.89747
YETBOP,1,1,61.82,-9.4087,-5.8279,3.5808,0.33717
YETBUV,1,1,70.33,-9.0872,-5.5621,3.5251,0.0
YETCAC,3,1,79.14,-17.9405,-13.3595,4.581,3.33477
YETCEG,1,1,63.48,-8.5639,-5.1502,3.4137,2.18482
YETCIK,2,1,75.12,-12.2494,-8.6353,3.6141,2.03474
YETYOM,-1,2,25.68,-2.0817,-0.3758,1.7059,8.50208
YEWSOI,0,5,-32.71,-4.5625,-2.4278,2.1347,6.29663
YEWSUO,0,5,-33.63,-4.5313,-2.3862,2.1451,7.38236
YEXVAA,0,1,91.2,-4.8868,-0.9507,3.9361,3.85691
YEXVEE,0,1,87.01,-5.6542,-1.5396,4.1146,9.52597
YEZLEU,0,2,54.37,-3.9945,-1.6342,2.3603,3e-05
YEZYUZ,0,4,-21.53,-5.5,-1.9901,3.5099,13.91127
YIBHUM,-2,6,-73.34,2.0314,5.3456,3.3142,7.83072
YIJDED,1,6,-52.7,-8.2229,-5.4977,2.7252,4.93895
YIJGII,0,1,27.12,-5.2321,-2.3867,2.8454,11.07096
YIKVUJ,1,4,-35.63,-9.3059,-5.9486,3.3573,9.55236
YIKVUM,0,3,-26.44,-4.0407,-1.4292,2.6115,3.52009
YILLAH,-1,6,-22.2,-2.0732,-0.0193,2.0539,14.04874
YINCOO,0,4,-32.87,-5.2025,-2.0219,3.1806,12.72775
YISQAT,0,1,90.18,-4.3196,-1.8318,2.4878,4.37563
YITNAR,-1,2,77.05,-2.4628,-0.236,2.2268,15.94071
YITRUO,1,2,57.53,-7.8604,-5.7635,2.0969,3.91295
YITVON,0,6,-16.37,-6.7897,-4.6301,2.1596,3.00421
YIXFER,0,1,33.14,-3.7912,-0.924,2.8672,6.63584
YIYDAM,0,1,34.95,-5.0219,-2.2112,2.8107,6.83753
YIZNOL,0,6,-56.75,-4.5184,-0.909,3.6094,3.95809
YIZZIR,0,2,29.88,-3.3559,-1.6502,1.7057,0.75049
YOBCUO,0,3,-23.79,-5.5205,-2.8637,2.6568,6.04301
YOJKEN,0,4,-37.11,-4.4598,-2.2475,2.2123,5.99563
YOJKIR,-1,4,-22.02,-1.2386,2.2446,3.4832,4.54396
YOJQEU,0,3,-37.76,-5.1016,-2.7281,2.3735,15.15163
YOJQIY,0,3,-36.63,-5.0648,-2.6666,2.3982,15.83555
YOJVOJ,0,5,-42.03,-4.8141,-3.7729,1.0412,10.43922
YOLDAG,-1,1,20.73,-1.2709,1.4889,2.7598,0.64573
YONHAK,0,1,116.44,-5.4375,-2.0246,3.4129,5.18401
YONWUT,-1,6,-71.25,-2.1316,1.9054,4.037,6.12827
YORSEE,1,5,-30.77,-6.7462,-4.2769,2.4693,4.87506
YOSKAV,0,2,39.55,-5.0746,-1.6696,3.405,0.0
YOWZOB,0,5,-39.08,-3.786,-1.4271,2.3589,10.9074
YOYVOY,0,6,-39.81,-4.6492,-3.3114,1.3378,20.19837
YOYXES,0,1,44.88,-5.051,-1.3477,3.7033,3.03418
YOZRAG,-2,6,-43.04,1.8047,4.2008,2.3961,0.13299
YOZYIW,0,1,95.44,-3.9005,-0.969,2.9315,3.46116
YOZZET,0,1,76.41,-4.3501,-1.8196,2.5305,3.83309
YUBDAB,0,5,-44.13,-4.2103,-1.7669,2.4434,4.59067
YUDFOS,0,1,123.31,-6.1379,-2.1785,3.9594,5.20977
YUJZAF,0,1,19.45,-3.9514,-1.4287,2.5227,9.93926
YULMUP,0,1,33.11,-4.5938,-1.8921,2.7017,0.43698
YUMGOF,0,5,-40.52,-4.0467,-1.8622,2.1845,7.77827
YUMJIB,0,4,-19.68,-4.8139,-1.5636,3.2503,4.4229
YURDIY,0,1,53.11,-4.9575,-2.2715,2.686,6.64606
YUXHUV,0,1,53.2,-4.012,-0.7357,3.2763,4.64437
ZALRUZ,0,1,33.24,-4.4729,-2.7608,1.7121,8.17294
ZARXAU,2,3,-44.89,-12.3063,-8.2898,4.0165,3.24726
ZASROA,2,1,34.72,-13.8279,-10.1653,3.6626,2.5327
ZASRUG,2,1,34.92,-13.7766,-10.0963,3.6803,2.60189
ZATWOI,1,5,-44.98,-6.5778,-3.7711,2.8067,1.52163
ZAVTUN,0,6,-29.3,-5.2117,-3.3682,1.8435,8.25393
ZAXBUX,0,4,-39.74,-5.4814,-2.4798,3.0016,8.94019
ZAXWUQ,0,4,-21.66,-5.8958,-2.398,3.4978,11.73827
ZAXYEC,1,4,-21.91,-8.8093,-5.2768,3.5325,14.47533
ZAYJOB,-2,6,-78.44,2.3842,7.4089,5.0247,0.04077
ZAZNOD,-1,5,-43.83,-1.1929,1.1835,2.3764,6.29045
ZAZNUJ,0,6,-6.6,-4.8944,-3.1388,1.7556,3.64334
ZEBCEQ,0,6,-52.78,-5.2949,-2.6808,2.6141,17.55508
ZEBSAA,0,1,54.45,-4.2249,-0.9076,3.3173,0.9308
ZEDSOT,0,4,-13.23,-5.451,-2.2908,3.1602,2.53417
ZEGSOT01,0,1,133.1,-5.5996,-1.5507,4.0489,4.00879
ZEHMEG,0,1,23.26,-4.9185,-2.3573,2.5612,1.78151
ZEHPAD,0,6,-38.96,-3.9028,-2.7859,1.1169,5.77622
ZELDAX,0,5,-39.82,-4.5819,-2.602,1.9799,6.86151
ZELWAO,0,6,-74.0,-5.0711,-1.1628,3.9083,5.94473
ZENBOJ,-1,1,53.44,-2.2781,1.5932,3.8713,13.90839
ZEQLUE,1,1,89.92,-7.9109,-5.1794,2.7315,0.00019
ZERDIJ,0,5,-41.19,-4.8865,-2.7964,2.0901,6.25229
ZEWDIO,0,1,56.34,-5.4207,-2.8198,2.6009,14.52981
ZEYWAD,0,6,-58.37,-4.734,-3.3463,1.3877,16.7593
ZIBNIH,0,4,-10.4,-5.7257,-3.0594,2.6663,1e-05
ZIDKAY,0,1,98.1,-5.0805,-1.0119,4.0686,2.5382
ZILSEU,2,1,22.59,-14.2983,-11.2791,3.0192,0.16529
ZILVUO,1,1,127.97,-9.5808,-5.4511,4.1297,8.37578
ZILYIC,0,5,-25.97,-5.0429,-2.2886,2.7543,4.78444
ZILZUP,0,5,-33.39,-4.5172,-2.8668,1.6504,11.76674
ZIMBEC,0,6,-12.73,-6.3782,-4.4585,1.9197,2.34166
ZIMPUG,0,2,29.06,-4.0826,-2.0936,1.989,0.45848
ZIMQAN,0,2,16.47,-4.0286,-1.9633,2.0653,0.3183
ZIVLIC,2,2,22.99,-11.4894,-8.4519,3.0375,5.11067
ZIXMOI,1,1,63.94,-9.0185,-5.8489,3.1696,10.78593
ZIZHOI,0,1,51.06,-4.5403,-1.2469,3.2934,0.0
ZOBQIQ,1,2,33.56,-7.6043,-4.8509,2.7534,8.01033
ZOFDAC,0,6,-21.27,-5.2189,-3.2361,1.9828,4.35637
ZOJXOL,2,3,-35.59,-12.3933,-9.3286,3.0647,0.0
ZOQXIM,0,1,126.99,-5.5376,-1.3645,4.1731,2.6719
ZOSZIQ,0,1,42.59,-5.3501,-2.9555,2.3946,8.74572
ZOTRAB,0,2,17.29,-4.7155,-2.6875,2.028,0.0
ZOVTUZ,0,4,-19.33,-4.4188,-2.5218,1.897,7.36608
ZOVZOB,0,4,-22.18,-5.4929,-2.2536,3.2393,6.74417
ZOWPAF,0,5,-67.16,-5.1412,-2.5035,2.6377,9.84251
ZOYCUL,0,5,-82.87,-4.4687,-0.698,3.7707,1e-05
ZOZGEA,2,3,-28.05,-12.1368,-9.2819,2.8549,0.5041
ZOZPAF,-1,4,-6.46,-1.4179,1.0625,2.4804,3.93629
ZUJRAZ,0,5,-29.53,-3.9835,-2.0856,1.8979,7.74524
ZULGAQ,-2,6,-23.78,1.1251,3.3014,2.1763,8.59532
ZUMCUI,0,4,-33.95,-4.8678,-2.4451,2.4227,9.5314
ZUMSEH,0,5,-35.05,-4.3658,-2.3977,1.9681,10.47949
ZUNDIN,0,1,19.16,-4.5329,-2.2354,2.2975,7.24627
ZUQLAA,0,3,-20.91,-5.422,-2.7933,2.6287,5.45736
ZURDEV,0,1,142.21,-4.88,-1.2675,3.6125,0.38256
ZUSSUB,0,1,80.56,-5.4061,-3.3923,2.0138,8.73725
ZUTHEB,0,1,28.36,-5.1343,-2.8171,2.3172,6.95102
