refcode,total_charge,multiplicity,HOMO_Ha,LUMO_Ha,gap_Ha,dipole_moment_Debye
JIVTUD,0,1,-0.181,-0.09158,0.08942,0.0002
JIVVAL,0,1,-0.18106,-0.09152,0.08954,0.0008
JIVVEP,0,1,-0.18102,-0.09156,0.08946,0.0003
JIVVIT,0,1,-0.17139,-0.08505,0.08634,0.0004
JIWZAT,0,1,-0.18386,-0.06466,0.1192,7.4365
JIWZEX,0,1,-0.17832,-0.06071,0.11761,8.9393
JIWZOH,0,1,-0.19017,-0.06907,0.1211,6.869
JIXCEZ,0,1,-0.17649,-0.08853,0.08796,0.4725
JIXCID,0,1,-0.17654,-0.09371,0.08283,0.0458
JIXVIV,0,1,-0.17819,-0.10532,0.07287,11.6546
JIXVUH,0,1,-0.17203,-0.10447,0.06756,11.5939
JIYPIR,1,1,-0.28681,-0.22095,0.06586,3.1637
JIYREP,0,1,-0.15299,-0.07176,0.08123,7.0451
JIYRIT,0,1,-0.16177,-0.08379,0.07798,10.9692
JIZTAP,0,1,-0.16828,-0.12099,0.04729,9.348
JOBFOW,0,1,-0.1579,-0.06637,0.09153,6.3822
JOCPAU,0,1,-0.18797,-0.0993,0.08867,7.6098
JOCPEY,0,1,-0.18942,-0.11723,0.07219,6.9105
JOCWOP,0,1,-0.16392,-0.15113,0.01279,3.1878
JODCEM,0,1,-0.18773,-0.09782,0.08991,7.3172
JODYEH,1,1,-0.33,-0.22354,0.10646,9.5763
JODYIM,1,1,-0.27346,-0.15783,0.11563,7.2684
JOFSAB,1,1,-0.28366,-0.20591,0.07775,1.5705
JOHSOR,0,1,-0.15362,-0.09347,0.06015,10.3388
JOHSUX,0,1,-0.19127,-0.1193,0.07197,8.9598
JOHTAE,0,1,-0.1828,-0.10948,0.07332,7.9466
JOKHEX,0,1,-0.15924,-0.04591,0.11333,7.5726
JOKHIB,0,1,-0.16063,-0.04686,0.11377,7.9499
JOMTAI,0,1,-0.17147,-0.08578,0.08569,7.62
JOMYER,0,1,-0.21148,-0.13226,0.07922,4.1329
JOMYIV,0,1,-0.22149,-0.13093,0.09056,14.5872
JONXOB,0,1,-0.15249,-0.10765,0.04484,6.4667
JONYIW,0,1,-0.16017,-0.1227,0.03747,3.7836
JONYOC,0,1,-0.17108,-0.1236,0.04748,11.4561
JONYUI,0,1,-0.17056,-0.12902,0.04154,12.3774
JONZIX,0,1,-0.14983,-0.1139,0.03593,5.7
JOPVUI,0,1,-0.18622,-0.07942,0.1068,3.2964
JOTYEZ,1,1,-0.32415,-0.22946,0.09469,7.5278
JOWBEE,0,1,-0.19893,-0.07698,0.12195,4.3508
JOWBII,0,1,-0.19382,-0.07633,0.11749,2.6845
JOWNAK,0,1,-0.17939,-0.08123,0.09816,0.0234
JOWNIS,0,1,-0.15438,-0.06765,0.08673,2.9539
JUDZAL,0,1,-0.21168,-0.0846,0.12708,6.5624
JUFNAB,1,1,-0.2734,-0.16314,0.11026,2.1781
JUFNEF,1,1,-0.27403,-0.15929,0.11474,1.9722
JUFNIJ,1,1,-0.27248,-0.16079,0.11169,1.8702
JUFNUV,1,1,-0.27682,-0.16963,0.10719,6.0754
JUHJUR,0,1,-0.17598,-0.13797,0.03801,0.0222
JUNMEK,0,1,-0.17977,-0.03213,0.14764,0.0049
JUPMAK,0,1,-0.20025,-0.13018,0.07007,11.1857
JUQVEW,1,1,-0.32438,-0.22895,0.09543,6.2029
JUSROG,0,1,-0.18259,-0.09275,0.08984,1.3072
JUWKAP,1,1,-0.25464,-0.07595,0.17869,0.0652
JUWKIX,1,1,-0.2532,-0.12819,0.12501,2.7596
JUWKUJ,1,1,-0.26892,-0.13202,0.1369,0.0137
JUYDUE,0,1,-0.18908,-0.09477,0.09431,9.5057
JUYFAM,0,1,-0.18908,-0.09476,0.09432,9.5059
KACDID,0,1,-0.19441,-0.08835,0.10606,2.611
KADHUV,0,1,-0.18345,-0.13794,0.04551,1.8909
KADPAI,0,1,-0.20177,-0.10176,0.10001,3.9567
KAFWIY,0,1,-0.19563,-0.09528,0.10035,10.1111
KAGRAM,0,1,-0.18503,-0.10379,0.08124,14.6323
KAHSUH,1,1,-0.24247,-0.16235,0.08012,0.1706
KAHZEB,0,1,-0.19918,-0.09945,0.09973,5.4918
KAKFUZ,1,1,-0.28124,-0.21586,0.06538,5.9981
KAKGAG,1,1,-0.28732,-0.22209,0.06523,14.1475
KAMFAI,1,1,-0.26973,-0.17948,0.09025,1.9774
KAMFEM,1,1,-0.27577,-0.17868,0.09709,4.6302
KAMKAN,0,1,-0.17001,-0.06238,0.10763,4.0842
KAMKER,0,1,-0.16937,-0.07716,0.09221,5.2778
KAMKIV,0,1,-0.20814,-0.03268,0.17546,10.1952
KAMYEF,0,1,-0.19647,-0.08698,0.10949,1.5838
KAMYIJ,0,1,-0.18637,-0.07748,0.10889,2.8307
KAMYOP,0,1,-0.18194,-0.0734,0.10854,2.7336
KAMZAC,0,1,-0.19009,-0.08131,0.10878,2.3222
KAMZUW,0,1,-0.19469,-0.08497,0.10972,5.9468
KAPTON,0,1,-0.19688,-0.08871,0.10817,12.9081
KAQDEL,0,1,-0.16945,-0.05719,0.11226,7.8476
KAQDOV,0,1,-0.17615,-0.09528,0.08087,11.9697
KAQFEN,0,1,-0.17061,-0.05618,0.11443,7.7894
KAQFUD,1,1,-0.26796,-0.1895,0.07846,7.3919
KAQHIW,0,1,-0.19875,-0.10149,0.09726,1.3242
KAQHOC,0,1,-0.1959,-0.0828,0.1131,1.8186
KAQJUJ,1,1,-0.30169,-0.20678,0.09491,10.4969
KAQLOE,0,1,-0.17326,-0.11103,0.06223,13.7518
KARYEK,0,1,-0.15517,-0.10049,0.05468,0.0183
KASWAE,0,1,-0.17926,-0.09997,0.07929,8.3314
KATDOB,1,1,-0.33128,-0.22033,0.11095,10.7397
KATPIH,0,1,-0.17818,-0.08138,0.0968,4.2232
KATPON,0,1,-0.18314,-0.08664,0.0965,5.8956
KATRUU,0,1,-0.18871,-0.05282,0.13589,12.4305
KATWEK,0,1,-0.18647,-0.09411,0.09236,3.2796
KATZAG,0,1,-0.16237,-0.05515,0.10722,6.0307
KATZIO,0,1,-0.1601,-0.0602,0.0999,7.8616
KEBQOY,0,1,-0.14686,-0.05292,0.09394,4.0899
KECDEE,0,1,-0.16487,-0.07627,0.0886,12.119
KECJUA,0,1,-0.20098,-0.11488,0.0861,3.4725
KECTOE,0,1,-0.16066,-0.035,0.12566,4.1728
KECTUK,0,1,-0.15781,-0.04072,0.11709,4.0205
KEDJUA,0,1,-0.18967,-0.11308,0.07659,13.5493
KEFJOW,0,1,-0.20541,-0.05113,0.15428,10.2564
KEFJUC,0,1,-0.19682,-0.04764,0.14918,9.6071
KEFKAJ,0,1,-0.18758,-0.04551,0.14207,8.8613
KEFKEN,0,1,-0.20859,-0.04727,0.16132,8.2887
KEFTEV,0,1,-0.19051,-0.12628,0.06423,8.1043
KEHDAE,0,1,-0.15922,-0.09704,0.06218,2.5797
KEHHEN,1,1,-0.27413,-0.18611,0.08802,2.6603
KEHHIR,1,1,-0.28339,-0.19229,0.0911,3.1619
KEHKUE,0,1,-0.16739,-0.07119,0.0962,3.3089
KEHTAU,0,1,-0.17255,-0.16653,0.00602,13.8119
KEHVAW,0,1,-0.17842,-0.09499,0.08343,15.0507
KEJDOV,0,1,-0.16633,-0.05871,0.10762,0.8461
KEJHAL,0,1,-0.19408,-0.06479,0.12929,6.7712
KEJKUG,1,1,-0.31162,-0.1739,0.13772,13.4326
KEJLER,1,1,-0.32863,-0.21806,0.11057,8.2589
KEJLIV,1,1,-0.2709,-0.19476,0.07614,11.9939
KEMLUK,0,1,-0.1539,-0.07178,0.08212,0.0423
KEMTUT,0,1,-0.17687,-0.08243,0.09444,2.2227
KENZAG,1,1,-0.30337,-0.20834,0.09503,10.4277
KEQGIZ,1,1,-0.28271,-0.20531,0.0774,3.0757
KERJOI,0,1,-0.17729,-0.09664,0.08065,7.6442
KETNED,0,1,-0.16185,-0.07318,0.08867,0.0029
KETTEL,1,1,-0.30975,-0.17813,0.13162,2.2398
KETTIP,1,1,-0.30197,-0.17941,0.12256,2.3069
KETWUD,0,1,-0.17802,-0.07543,0.10259,5.5216
KEVDOH,0,1,-0.17406,-0.05277,0.12129,6.3895
KEWXUH,0,1,-0.16978,-0.08416,0.08562,0.011
KICJAI,0,1,-0.16475,-0.05479,0.10996,7.0243
KICLEQ,0,1,-0.19136,-0.09538,0.09598,12.3091
KIDDEI,0,1,-0.17909,-0.08382,0.09527,1.7774
KIDHOV,0,1,-0.17287,-0.11545,0.05742,10.5269
KIDJAJ,0,1,-0.18961,-0.11416,0.07545,9.7092
KIDKEO,0,1,-0.16606,-0.05361,0.11245,3.9776
KIDKIS,0,1,-0.17572,-0.06821,0.10751,0.2079
KIDKOY,0,1,-0.18237,-0.08487,0.0975,4.0789
KIDKUE,0,1,-0.18526,-0.1012,0.08406,4.9604
KIFCOS,0,1,-0.1772,-0.09179,0.08541,11.1073
KIFDIO,0,1,-0.19693,-0.12591,0.07102,10.8258
KIFKER,0,1,-0.18402,-0.07104,0.11298,2.9135
KIGGEO,0,1,-0.19582,-0.08633,0.10949,4.9378
KIHPOH,0,1,-0.1911,-0.11812,0.07298,7.6077
KIHPUO,0,1,-0.19129,-0.0604,0.13089,2.0556
KIKGAP,0,1,-0.1989,-0.08004,0.11886,4.1973
KIKJOF,0,1,-0.18039,-0.12558,0.05481,20.8372
KILPUS,0,1,-0.18427,-0.08692,0.09735,0.0106
KILQAZ,0,1,-0.18008,-0.09979,0.08029,6.4285
KILQED,0,1,-0.18526,-0.08594,0.09932,0.0604
KILQIH,0,1,-0.17824,-0.07901,0.09923,0.0246
KILQON,0,1,-0.17856,-0.08128,0.09728,0.0219
KIMFOD,0,1,-0.20058,-0.08733,0.11325,4.2831
KIMVAG,0,1,-0.18503,-0.07153,0.1135,2.6506
KIMVEK,0,1,-0.17736,-0.06852,0.10884,0.7606
KIMVIO,0,1,-0.17993,-0.06692,0.11301,4.5485
KIPTOV,0,1,-0.17287,-0.07217,0.1007,4.5952
KISHOM,0,1,-0.18509,-0.08518,0.09991,4.1293
KISQAG,0,1,-0.18673,-0.08188,0.10485,5.8319
KISTAK,0,1,-0.15841,-0.04386,0.11455,2.8474
KISTIS,0,1,-0.14899,-0.03067,0.11832,3.8813
KISYUI,1,1,-0.29388,-0.21184,0.08204,6.3895
KISZET,1,1,-0.29157,-0.21705,0.07452,5.8776
KISZOD,1,1,-0.28402,-0.21563,0.06839,7.7823
KITREM,0,1,-0.21801,-0.10365,0.11436,11.8092
KIWPOV,0,1,-0.17934,-0.08829,0.09105,0.2625
KIXPAL,0,1,-0.1676,-0.03442,0.13318,8.0353
KIYSOA,0,1,-0.20088,-0.0668,0.13408,11.5172
KIYZUQ,1,1,-0.2697,-0.17078,0.09892,2.6783
KIZBED,1,1,-0.27046,-0.16699,0.10347,2.6597
KIZBIH,1,1,-0.26837,-0.16614,0.10223,2.0141
KIZBUT,1,1,-0.26666,-0.16669,0.09997,2.9296
KIZHOS,0,1,-0.17966,-0.08686,0.0928,4.189
KOCMOF,0,1,-0.21211,-0.12339,0.08872,0.2855
KOCNOH,0,1,-0.20072,-0.13963,0.06109,11.1462
KODBUC,0,1,-0.15448,-0.07422,0.08026,3.3798
KOFGUK,0,1,-0.17962,-0.04766,0.13196,6.3652
KOFWOU,0,1,-0.18283,-0.10355,0.07928,8.9812
KOFWUA,0,1,-0.18287,-0.10353,0.07934,8.9807
KOFXAH,0,1,-0.17939,-0.09906,0.08033,10.8901
KOFYEM,1,1,-0.28087,-0.18202,0.09885,8.6442
KOGKAT,0,1,-0.18733,-0.10025,0.08708,8.5044
KOGQUT,0,1,-0.1975,-0.11215,0.08535,0.6577
KOGWAG,0,1,-0.18675,-0.0482,0.13855,4.0203
KOGWEK,0,1,-0.18927,-0.05341,0.13586,3.5901
KOHBIU,0,1,-0.18502,-0.05574,0.12928,4.2001
KOHBUG,0,1,-0.18874,-0.07287,0.11587,3.6268
KOHCAN,0,1,-0.18429,-0.09612,0.08817,4.5228
KOHROP,0,1,-0.20178,-0.08471,0.11707,7.0286
KOHSEI,0,1,-0.19669,-0.05798,0.13871,12.3372
KOJGIC,0,1,-0.18685,-0.08796,0.09889,2.9626
KOKGUP,1,1,-0.26383,-0.17616,0.08767,5.3692
KOKKON,1,1,-0.30812,-0.12512,0.183,0.8311
KOLHEA,0,1,-0.19079,-0.11802,0.07277,11.2316
KONBEW,0,1,-0.20535,-0.1354,0.06995,15.3711
KOVQOD,0,1,-0.16968,-0.1029,0.06678,0.0244
KOVRAQ,0,1,-0.17472,-0.05122,0.1235,6.5606
KOVWOJ,0,1,-0.21379,-0.16436,0.04943,0.0104
KOXRUM,0,1,-0.18164,-0.09219,0.08945,0.3209
KOYZIJ,0,1,-0.15145,-0.07939,0.07206,5.7663
KOZBIM,0,1,-0.15834,-0.08617,0.07217,6.3708
KOZCAF,0,1,-0.13999,-0.06574,0.07425,11.4144
KUBPII,1,1,-0.24852,-0.20506,0.04346,19.081
KUBPOO,1,1,-0.25672,-0.20636,0.05036,23.8761
KUFDOG,1,1,-0.27817,-0.21344,0.06473,7.7039
KUGKEE,0,1,-0.15023,-0.0394,0.11083,3.1119
KUHCOH,1,1,-0.27045,-0.16097,0.10948,3.0516
KUHDAU,1,1,-0.27566,-0.17183,0.10383,6.9232
KUHPUZ,0,1,-0.22331,-0.13596,0.08735,12.1125
KUHQAG,0,1,-0.22193,-0.13342,0.08851,11.2611
KULLUZ,0,1,-0.20625,-0.11842,0.08783,2.7968
KULPEO,0,1,-0.15598,-0.04637,0.10961,5.7474
KUNPEQ,0,1,-0.17987,-0.07061,0.10926,3.3703
KUNQIU,0,1,-0.22783,-0.10212,0.12571,0.0153
KUNQOA,0,1,-0.22608,-0.10095,0.12513,0.0023
KUNRES,0,1,-0.18944,-0.08901,0.10043,6.6073
KUPGIM,1,1,-0.30034,-0.24077,0.05957,10.7689
KUPJEL,1,1,-0.28678,-0.17217,0.11461,7.501
KURLIT,0,1,-0.17192,-0.07105,0.10087,4.4979
KURNIW,0,1,-0.18885,-0.10004,0.08881,9.8577
KURNOC,0,1,-0.18436,-0.08945,0.09491,10.5298
KUVVUT,1,1,-0.31707,-0.12415,0.19292,0.0025
KUWBUB,0,1,-0.18102,-0.07336,0.10766,5.8601
LABKIK,0,1,-0.17246,-0.10173,0.07073,11.8489
LABKOQ,0,1,-0.18578,-0.10334,0.08244,11.824
LABMIL,0,1,-0.22019,-0.18241,0.03778,11.7424
LADFEC,0,1,-0.1627,-0.06422,0.09848,0.3137
LADGAB,1,1,-0.301,-0.13811,0.16289,0.5165
LADGEF,1,1,-0.33146,-0.16694,0.16452,8.7772
LADGIJ,1,1,-0.33356,-0.17208,0.16148,0.1914
LAHTET,0,1,-0.17319,-0.07876,0.09443,2.2492
LAHTIX,0,1,-0.17493,-0.07961,0.09532,1.68
LAHTOD,0,1,-0.17509,-0.08033,0.09476,1.2283
LAJSAQ,0,1,-0.16967,-0.11371,0.05596,12.1047
LAJWUO,1,1,-0.29184,-0.2313,0.06054,9.9909
LAJYIE,1,1,-0.29669,-0.22461,0.07208,8.8043
LAMTOK,0,1,-0.19585,-0.09913,0.09672,10.4051
LAMVUS,0,1,-0.1789,-0.07619,0.10271,2.0227
LAQZAH,0,1,-0.18558,-0.10438,0.0812,10.1954
LARPUR,1,1,-0.26997,-0.19588,0.07409,1.6177
LARQAY,1,1,-0.27834,-0.19589,0.08245,1.58
LARQIG,1,1,-0.28494,-0.19389,0.09105,3.0267
LARQOM,1,1,-0.27751,-0.18084,0.09667,1.9718
LARQUS,1,1,-0.28078,-0.18327,0.09751,2.6195
LARRAZ,1,1,-0.28468,-0.15007,0.13461,0.5156
LARWAD,0,1,-0.1567,-0.06458,0.09212,1.7186
LARWEH,0,1,-0.16904,-0.08243,0.08661,2.713
LASPIH,0,1,-0.18644,-0.06468,0.12176,0.0223
LASWOU,1,1,-0.30361,-0.15549,0.14812,5.739
LATTEG,1,1,-0.24424,-0.16236,0.08188,6.0058
LAVWUA,1,1,-0.33573,-0.23695,0.09878,8.0047
LAWDAR,0,1,-0.1612,-0.07396,0.08724,8.2823
LAWDUL,0,1,-0.15059,-0.07538,0.07521,8.7653
LAWFAT,0,1,-0.15979,-0.05002,0.10977,4.8426
LAWQIM,0,1,-0.17533,-0.09053,0.0848,5.6371
LAXBIV,1,1,-0.31459,-0.1322,0.18239,0.0135
LEBDAZ,0,1,-0.16705,-0.04547,0.12158,5.0084
LEBDED,0,1,-0.16738,-0.04382,0.12356,4.0953
LEBGOQ,0,1,-0.17445,-0.0949,0.07955,11.2448
LECGIM,0,1,-0.16538,-0.03901,0.12637,1.0248
LECNUE,1,1,-0.34658,-0.2509,0.09568,6.724
LECTOE,0,1,-0.16196,-0.09412,0.06784,8.8797
LEDWUP,0,1,-0.17147,-0.06075,0.11072,1.8873
LEDXAW,0,1,-0.17151,-0.06091,0.1106,1.9888
LEFREW,0,1,-0.17811,-0.07598,0.10213,2.3816
LEFYED,1,1,-0.25407,-0.18507,0.069,7.6286
LEGBEE,0,1,-0.16222,-0.13582,0.0264,2.4882
LEGKIU,1,1,-0.30479,-0.22829,0.0765,13.5576
LEHJOZ,0,1,-0.19331,-0.08985,0.10346,4.6398
LEHLAN,0,1,-0.18911,-0.09318,0.09593,8.9106
LEJKAO,0,1,-0.17601,-0.16455,0.01146,2.3692
LEJLEU,0,1,-0.1841,-0.0758,0.1083,6.3579
LEJZOR,1,1,-0.31628,-0.12588,0.1904,0.1113
LEKKIY,0,1,-0.2237,-0.1316,0.0921,9.2156
LEKQEA,0,1,-0.18054,-0.06774,0.1128,9.2786
LEKQUQ,0,1,-0.17141,-0.06203,0.10938,7.1903
LEKRAX,0,1,-0.16926,-0.06069,0.10857,6.4877
LEKSUR,0,1,-0.2276,-0.11559,0.11201,8.3608
LELJOD,1,1,-0.26386,-0.16241,0.10145,4.0796
LEPTUX,0,1,-0.21264,-0.03929,0.17335,8.5254
LEPYIQ,0,1,-0.17645,-0.07047,0.10598,4.3066
LEPYOW,0,1,-0.16601,-0.07253,0.09348,1.3155
LEPYUC,0,1,-0.16578,-0.07025,0.09553,1.1598
LEPZAJ,0,1,-0.16633,-0.07624,0.09009,1.0251
LEPZEN,0,1,-0.16703,-0.07004,0.09699,2.7823
LEQBEQ,0,1,-0.1818,-0.09662,0.08518,11.9052
LEQBOA,0,1,-0.17134,-0.06018,0.11116,2.2352
LEQRIJ,0,1,-0.23321,-0.09638,0.13683,9.1652
LEQROP,0,1,-0.2332,-0.09647,0.13673,9.3376
LERZOY,1,1,-0.28114,-0.1715,0.10964,18.0626
LESZOZ,1,1,-0.28881,-0.19751,0.0913,7.5959
LESZUF,1,1,-0.28648,-0.20031,0.08617,9.5532
LEVDEX,1,1,-0.30234,-0.20597,0.09637,10.4308
LEVPAE,0,1,-0.20578,-0.08612,0.11966,5.9637
LEVXUI,0,1,-0.19292,-0.14552,0.0474,0.0012
LEWQOU,0,1,-0.19968,-0.12374,0.07594,15.5804
LEXDUP,0,1,-0.19196,-0.10536,0.0866,3.3452
LEXZIX,0,1,-0.15961,-0.10653,0.05308,12.7694
LEXZOD,0,1,-0.1721,-0.05209,0.12001,8.7385
LEYGAZ,0,1,-0.17327,-0.08029,0.09298,3.5251
LEYGED,0,1,-0.16851,-0.07747,0.09104,4.3442
LEYLIM,0,1,-0.20062,-0.03764,0.16298,9.9997
LEYPAJ,0,1,-0.21003,-0.09757,0.11246,9.9096
LEYQEN,0,1,-0.21766,-0.08961,0.12805,9.8767
LEYRUF,0,1,-0.20678,-0.09142,0.11536,10.5978
LEYSAM,0,1,-0.21659,-0.10392,0.11267,8.4755
LEYWOE,0,1,-0.18542,-0.09696,0.08846,10.5752
LEYXAQ,0,1,-0.17926,-0.13,0.04926,0.0558
LEYXAR,0,1,-0.18927,-0.10053,0.08874,8.9447
LEYXEV,0,1,-0.17728,-0.10562,0.07166,18.1421
LEYXUL,1,1,-0.33577,-0.23172,0.10405,6.629
LEYYAS,1,1,-0.28191,-0.21741,0.0645,9.3184
LIBTIB,0,1,-0.18879,-0.04949,0.1393,1.3554
LIFFIP,0,1,-0.19125,-0.09725,0.094,9.8075
LIFFOV,0,1,-0.1886,-0.09247,0.09613,10.1932
LIGHUH,0,1,-0.13468,-0.09406,0.04062,4.6958
LIGTUS,0,1,-0.19057,-0.09122,0.09935,0.9059
LIHPUN,0,1,-0.2049,-0.13012,0.07478,8.9615
LIHRAV,0,1,-0.19487,-0.12573,0.06914,6.0343
LIKXAG,0,1,-0.21146,-0.09366,0.1178,0.028
LIMREF,0,1,-0.18416,-0.09168,0.09248,4.5829
LIMRIJ,0,1,-0.16772,-0.0828,0.08492,0.1972
LINTUY,0,1,-0.13412,-0.04946,0.08466,5.9232
LINVAG,0,1,-0.1336,-0.01345,0.12015,5.8306
LINVEK,0,1,-0.13357,-0.04834,0.08523,5.5829
LINVIO,0,1,-0.14324,-0.05323,0.09001,9.1397
LINVOU,0,1,-0.1304,-0.05039,0.08001,7.705
LINVUA,0,1,-0.16022,-0.03595,0.12427,4.9657
LIQXUF,0,1,-0.19336,-0.1213,0.07206,7.5792
LIRFOJ,0,1,-0.16239,-0.09411,0.06828,3.8779
LIRGEA,0,1,-0.15856,-0.08292,0.07564,3.036
LIRLAB,1,1,-0.27912,-0.19023,0.08889,7.4377
LITBIC,0,1,-0.17713,-0.10347,0.07366,1.8601
LITZEW,0,1,-0.22099,-0.14028,0.08071,8.6967
LIYFEG,0,1,-0.17842,-0.10742,0.071,7.4505
LIYGUW,0,1,-0.14512,-0.10166,0.04346,9.6607
LIYHAD,0,1,-0.14656,-0.10264,0.04392,11.4372
LIYLUC,0,1,-0.17203,-0.07216,0.09987,1.7961
LIYNOY,0,1,-0.22026,-0.10648,0.11378,13.3819
LIYWOI,0,1,-0.20768,-0.11266,0.09502,2.8497
LOBDIS,0,1,-0.17013,-0.06057,0.10956,4.3254
LODRAX,0,1,-0.17595,-0.08784,0.08811,2.8228
LODSEC,0,1,-0.17655,-0.08939,0.08716,0.9683
LOGHIA,1,1,-0.25984,-0.1632,0.09664,2.0746
LOHCUJ,0,1,-0.18242,-0.08428,0.09814,1.155
LOHFEW,1,1,-0.2748,-0.19423,0.08057,1.3364
LOHFIA,1,1,-0.2782,-0.18047,0.09773,2.2363
LOHFOG,1,1,-0.27487,-0.1895,0.08537,1.6707
LOKKOO,0,1,-0.16816,-0.04072,0.12744,4.5813
LOKSOV,0,1,-0.18868,-0.09834,0.09034,13.5497
LOLREM,0,1,-0.16702,-0.09102,0.076,0.7495
LOLROW,-1,1,-0.06246,0.00545,0.06791,9.6319
LOLTEM,0,1,-0.19159,-0.08702,0.10457,3.9794
LOLTIQ,0,1,-0.19146,-0.08935,0.10211,4.029
LOLTOW,0,1,-0.1971,-0.10609,0.09101,6.5056
LOLVAL,1,1,-0.23689,-0.16981,0.06708,13.6115
LOMDAU,0,1,-0.20754,-0.09482,0.11272,11.2474
LOMDEY,0,1,-0.20104,-0.09072,0.11032,11.3216
LOPCAW,0,1,-0.17928,-0.09584,0.08344,2.9824
LOPFUT,0,1,-0.17779,-0.08907,0.08872,0.0013
LOQTUH,0,1,-0.18869,-0.07263,0.11606,14.3662
LOQVAP,0,1,-0.18659,-0.07235,0.11424,14.5513
LOQVET,0,1,-0.18879,-0.09922,0.08957,14.7241
LOQWAQ,0,1,-0.18333,-0.08333,0.1,6.2828
LOQWEU,0,1,-0.16669,-0.0429,0.12379,0.0017
LORMUC,0,1,-0.19922,-0.08279,0.11643,2.6494
LOSBEB,0,1,-0.15897,-0.06547,0.0935,3.4025
LOTNAJ,0,1,-0.17486,-0.01753,0.15733,3.6219
LOYSEZ,0,1,-0.18341,-0.0547,0.12871,3.7691
LOYSID,0,1,-0.19009,-0.05741,0.13268,3.7914
LOYSUP,0,1,-0.19028,-0.05833,0.13195,3.8571
LOYTAW,0,1,-0.19179,-0.0588,0.13299,3.6098
LUBTOT,1,1,-0.32165,-0.21331,0.10834,10.9894
LUBTUZ,1,1,-0.31793,-0.21223,0.1057,10.9801
LUBVIP,1,1,-0.32118,-0.21385,0.10733,12.3286
LUCPEG,0,1,-0.21483,-0.09557,0.11926,16.6014
LUCQAD,1,1,-0.31272,-0.15661,0.15611,11.655
LUDGAU,0,1,-0.19066,-0.08937,0.10129,9.2119
LULGOP,0,1,-0.20121,-0.0857,0.11551,2.9972
LULHIK,0,1,-0.20188,-0.07773,0.12415,4.3075
LULMUA,1,1,-0.32432,-0.23259,0.09173,8.2343
LULXOF,0,1,-0.1733,-0.09347,0.07983,12.5849
LUMWAT,0,1,-0.20114,-0.11518,0.08596,10.1816
LUPYAY,0,1,-0.19922,-0.09598,0.10324,6.0109
LUQMOB,1,1,-0.29838,-0.19096,0.10742,0.0011
LUQPET,1,1,-0.27927,-0.20933,0.06994,4.7015
LUQPIX,1,1,-0.27166,-0.20478,0.06688,4.6808
LURFIN,0,1,-0.17183,-0.08241,0.08942,0.206
LURGAG,0,1,-0.1731,-0.08404,0.08906,0.2519
LUSGUD,0,1,-0.18803,-0.07654,0.11149,5.3386
LUSSAV,0,1,-0.188,-0.07675,0.11125,4.5422
LUTHAK,0,1,-0.19066,-0.09021,0.10045,10.6527
LUTNUL,0,1,-0.1837,-0.07762,0.10608,1.6663
LUTPAT,0,1,-0.17218,-0.09679,0.07539,3.7137
LUTYOO,0,1,-0.17913,-0.10392,0.07521,0.1809
LUVLIZ,1,1,-0.31351,-0.20866,0.10485,12.1795
LUVLOF,0,1,-0.2008,-0.10411,0.09669,7.1191
LUVMIA,1,1,-0.30058,-0.21107,0.08951,11.5262
LUWSUS,0,1,-0.15172,-0.07868,0.07304,15.4157
LUWTED,0,1,-0.15215,-0.07876,0.07339,15.3427
LUXZIP,0,1,-0.20688,-0.02574,0.18114,10.4462
LUYYIP,0,1,-0.18415,-0.1002,0.08395,10.5175
LUZBOZ,0,1,-0.194,-0.07621,0.11779,3.1692
LUZCOA,1,1,-0.31162,-0.2063,0.10532,3.1888
MABRAK,1,1,-0.28078,-0.19209,0.08869,2.0325
MADQAM,1,1,-0.2834,-0.1655,0.1179,3.6033
MAFGUX,0,1,-0.19006,-0.09745,0.09261,5.1133
MAFHAE,0,1,-0.18862,-0.09593,0.09269,3.5555
MAFHEI,0,1,-0.18011,-0.06459,0.11552,4.3944
MAFHIM,0,1,-0.18221,-0.09564,0.08657,3.2027
MAFHOS,0,1,-0.17635,-0.06667,0.10968,6.0657
MAFRUJ,0,1,-0.19863,-0.09374,0.10489,6.9421
MAFSAQ,0,1,-0.19382,-0.08702,0.1068,9.8976
MAFSEU,0,1,-0.20134,-0.09468,0.10666,7.0463
MAFSIY,0,1,-0.19861,-0.09317,0.10544,7.8246
MAHPIW,1,1,-0.32715,-0.18759,0.13956,6.2951
MAJYIF,0,1,-0.18031,-0.13978,0.04053,0.0006
MAKNIY,1,1,-0.31421,-0.20375,0.11046,5.3348
MAKNOE,0,1,-0.20252,-0.11055,0.09197,8.9166
MALVUT,0,1,-0.19975,-0.08197,0.11778,5.9156
MALWAA,0,1,-0.19906,-0.08089,0.11817,5.4621
MALWEE,0,1,-0.20053,-0.08137,0.11916,5.7368
MALWII,0,1,-0.19885,-0.08122,0.11763,5.9117
MALWOO,0,1,-0.19882,-0.08122,0.1176,5.9095
MAMJOA,0,1,-0.18919,-0.08242,0.10677,1.7174
MAMKAN,0,1,-0.17866,-0.07956,0.0991,7.1579
MAMKAP,0,1,-0.19463,-0.0851,0.10953,6.1791
MAMKET,0,1,-0.20185,-0.09695,0.1049,6.9442
MAMLUK,1,1,-0.31669,-0.13068,0.18601,0.0173
